source,purpose,consumer_audit,reason,replacement,sha256,restore_commit
docs/plans/archive/2024-01-11-ingestion-service-refactor.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f9ead17962483dd0e4c2c0e636e98f5ddfc59fed3bfd75224e26d167785394df,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-14-unified-feature-factor-engine-next-stage-implementation-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,e950e197f054dd6671a67fbabff59da2c9b54684e6c8605dd09745c3a1ca7f0a,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-16-unified-feature-factor-engine-technical-debt-remediation-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,fcf148eb626030ea02e2f8dc35ece4dee6a14862ee99f9ee1e7326df819b119c,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-17-unified-feature-factor-engine-debt-closure-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,67fd1cf4100f408e76fe453d78e6287cac8f70388222da1c046c8ddcdf8280a3,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-18-layer5-metadata-completeness-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,5df1e870e575b1172c41d3759bdfdfcdfaa17f4abb3b9c77288defe0bf9e9464,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-18-unified-feature-factor-engine-doc-convergence-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,15b44f703f83ee3ea1a827f7e805b5c054693663edda0795a0268f430335d6d7,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-19-layer1-data-ingestion-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,c3c8a39f9628dc1645253ad035af40b317ee67faf2130fa98a2ec1a82a40023e,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-19-layer2-factor-expression-engine.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,748c35d92fcbc31cc817797e05eda7876e8331a94761f813102fabf9511a76df,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-19-layer3-materialization-storage-query.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,acaccdea3da55adcb813753dde3b95b611909d8ac50585d12776d54c6f314071,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-22-strategy-engine-phase4-5-sprint.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f1beb6ef480868b84a726cb2aee1f1e772430fddbf674be4b9c7a9c4a065ccdb,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-24-strategy-cli-entrypoint-implementation-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,cade50cb1b09c64bd5ab7d95a2087ae7601dc4d7013f8a3dfdda1e8ace9a5cf3,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-25-identifier-resolver-semantic-unification.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,26d194e62d9744722eebb52e77330917c6250d855321082d1ce352de8db29acf,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-25-instrument-id-unification-fix-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f33f7de1c79d4ca833477c15be2464ffff16565f3365744c90d7f178278ffe58,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-03-31-phase2-engine-plane-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,6e0af2614512b51b917579730cb3dc170b728bc9e35770cde0bd8a1a6ba4d39a,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-02-hybrid-plane-v2-cleanup-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,f21af55e81a2e6ad7020a9347beb52b5a49d4686e16b513a1441d61a031cce24,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-02-hybrid-plane-v2-phase2-migration-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,07ace4e76be5b9220b459bc1894127e3e6d87774f58e0e5d8831025317205fd0,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-03-hybrid-plane-v2-completion-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,d224530bed079729da1f655fb0a1b1563a98a76cfef8447830aa78730751535e,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-04-documentation-full-update-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,7275a04224ab641d5bdbf378adaa6411926751776924c2c001c2952a0d9c5f39,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-04-hybrid-plane-v2-tail-work-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,2d9754365fe60cd0df8c399b299faa7919663beee839cdee7aa16b8f15f8c39f,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-06-deprecated-compat-cleanup-implementation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,7278058475650594cacf5fdb8a780514c32b9a28d7bed2ffb4bf7c3efab73976,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-07-architecture-evolution-phase-a-implementation-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,22d785665c2b72644cce6993b1ef5917b5076856a484bec6d12765898a2a4945,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-08-compat-code-cleanup-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,78f54ed930bf6f47ab9bb6f5983566da70d514a81c6b5d4f9cb50f35d518f931,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-08-quality-check-bypass-cleanup.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,a5f470de7859bd4fc0e02609e2eff54b094080f45edd59c3bca6275e15009ecd,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-10-command-process-dep-fix.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,70079503db581ef8b061dcf4b283a1b6d19cadaaffc42c37c0c881500ec33392,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-11-v1-sprint-fixes.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,a82097a7550fed3cd9e906653017377f2c9c5ab8829ef9dc731c54ab412ed668,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-12-v1-enhancement-fix-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,712653ec3c686fcefc6903dd1e93ce45963676c73bdd0b7f9ab7b78ed4429c8a,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-04-13-v1-sprint-final-fix-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,2ca8692cb8a4aa9409d58141a65f1076f4cd15fe18a1d805d68763e63be89b9b,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-02-capability-package-architecture-completion-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,bce46ea7ec736f72e4edac87df7556520c42594c011393b6c6f94ae800768642,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-03-capability-architecture-polish.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,eb068f299c50dbaa2917bbc66fb62e7d20f5194a71b835da3330b0e60761cc5d,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-04-capability-architecture-100-point-remediation-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,e3797ffd1629a31f812c9944f4a9e13988782b9f5009c5c14e8c558630dfe4c6,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-04-capability-architecture-final-completion-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,604afe1dddf82d9a617149b0a64e2b3134155d00e6f3290470b0b4e9d7550279,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-04-capability-architecture-quality-remediation.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,ddca04e102c9015ccb2b4f5beca927900090ac422f305981b394379f8d12a06e,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-04-capability-architecture-semantic-polish-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,d977c2119d50016ed74166efc661e22df014a2bb43454027b15a06bf79e533ac,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-04-capability-architecture-zero-reexport-debt-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,299a0be4fd42d2d7f4677b107dd2099540473890e11bf4109453a41ec994a91c,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-05-capability-architecture-governance-depth-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,1c9e696c0947210e25b57b87161c247b5374569f556a6322592cb8e96b061876,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-10-deferred-code-tasks-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,8f9bc8b660fc5db8a9f55a728d3cdf9d9c04ea670b5103720ec45bee22ed34c8,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/2026-05-10-remediation-followup-plan.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,a0a3a5dd3d2e14e91d757ef5b8bc7252b237c11e3f897f2ed41f90495e97b839,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/foundation-config-cleanup.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,2387b1e92100d1a406507d036ee28dbbd04fd0b19ef32db152e81049a1608de9,83dead1a2d57536db370c0c9f679b7e4c7333f42
docs/plans/archive/temp-dir-to-tmp-path-migration.md,archived implementation plan,no incoming path or basename references from retained tracked text; executable consumer and directory scan reviewed,ordinary archived execution instructions; current delivery governed by GitHub Issues and current source,docs/engineering/development-workflow.md,babab2f5910b340f4388849780fe29d7b10d87915629b52b30112a3458e6f74a,83dead1a2d57536db370c0c9f679b7e4c7333f42
scripts/verify-all-2025.sh,obsolete executable verifier,only historical verification-plan-2025 and directory-structure-cleanup-design references; no Task/CI/source/test consumer,obsolete Pixi/ditto_port and destructive real-data reset; never executed,Taskfile.yml,0204a79d414c1c22fe66f106fe7e5acaba0821c410db48d3f5dc9bfa0479030c,83dead1a2d57536db370c0c9f679b7e4c7333f42
